assessment_id	line 1	line 2	line 3	city	zip_postcode	state	country
4749	1 Prentice Place			El Paso	79940	Texas	United States
4478	574 Rockefeller Trail			Boston	02124	Massachusetts	United States
4829	33441 Sunnyside Court			Huntsville	77343	Texas	United States
4416	44483 Northport Crossing			Lexington	40515	Kentucky	United States
4594	45170 Butterfield Parkway			Cincinnati	45254	Ohio	United States
4718	141 Sullivan Hill			Rochester	55905	Minnesota	United States
4354	6 Prairie Rose Plaza			Katy	77493	Texas	United States
4972	47 Mallory Junction			Greenville	29610	South Carolina	United States
4720	77789 Spenser Circle			Fresno	93704	California	United States
4353	42 Shelley Hill			Lubbock	79491	Texas	United States
4926	152 Golf View Street			Sacramento	94286	California	United States
4305	53699 Swallow Lane			Fort Wayne	46852	Indiana	United States
4184	410 Hoard Hill			Washington	20599	District of Columbia	United States
4173	8 Hovde Lane			Pasadena	91186	California	United States
4612	79862 South Trail			Dallas	75372	Texas	United States
4858	9 Swallow Plaza			Washington	20470	District of Columbia	United States
4497	0752 Anniversary Way			El Paso	79928	Texas	United States
4650	94489 Redwing Alley			Lehigh Acres	33972	Florida	United States
4921	92524 Bashford Point			San Jose	95155	California	United States
4845	303 Carey Parkway			Conroe	77305	Texas	United States
4642	53944 Elgar Hill			El Paso	79923	Texas	United States
4327	66 Comanche Parkway			Milwaukee	53277	Wisconsin	United States
4839	83078 Graedel Circle			Topeka	66606	Kansas	United States
4636	9 Sommers Point			Fort Wayne	46814	Indiana	United States
4040	68 Park Meadow Street			San Mateo	94405	California	United States
4501	90 Banding Point			Boise	83732	Idaho	United States
4105	14885 Birchwood Avenue			Dallas	75353	Texas	United States
4114	005 Ohio Pass			Honolulu	96850	Hawaii	United States
4114	988 Burrows Lane			Gainesville	32605	Florida	United States
4928	9 Roth Road			New Haven	06538	Connecticut	United States
4584	266 Ridgeview Point			Helena	59623	Montana	United States
4045	38182 Vera Avenue			Indianapolis	46295	Indiana	United States
4075	35314 Melrose Center			Reading	19610	Pennsylvania	United States
4453	2532 Cordelia Hill			Irving	75037	Texas	United States
4948	3924 Dapin Lane			Kansas City	64193	Missouri	United States
4213	5055 Mallard Junction			Houston	77255	Texas	United States
4179	81 West Crossing			Fresno	93778	California	United States
4429	3 Lien Place			Denver	80241	Colorado	United States
4044	44 Transport Circle			Erie	16550	Pennsylvania	United States
4121	1 Stang Lane			Nashville	37245	Tennessee	United States
4384	05284 Logan Avenue			Colorado Springs	80951	Colorado	United States
4679	1 Sunfield Road			El Paso	88535	Texas	United States
4006	8 Saint Paul Pass			Anaheim	92805	California	United States
4440	7 Muir Circle			Miami	33261	Florida	United States
4083	775 Cascade Center			Trenton	08619	New Jersey	United States
4872	2 Talmadge Road			Birmingham	35285	Alabama	United States
4777	0338 Nova Avenue			Des Moines	50369	Iowa	United States
4208	80721 Heath Way			Augusta	30919	Georgia	United States
4044	09 Kingsford Junction			Rochester	14614	New York	United States
4816	8281 Helena Junction			Glendale	85305	Arizona	United States
4781	3944 Brentwood Street			Torrance	90505	California	United States
4062	9591 Merrick Crossing			Louisville	40256	Kentucky	United States
4080	35622 Ridgeway Junction			Hartford	06140	Connecticut	United States
4565	75 Morrow Parkway			Topeka	66617	Kansas	United States
4013	82494 Glacier Hill Center			El Paso	88514	Texas	United States
4199	1040 Meadow Valley Court			Tacoma	98411	Washington	United States
4983	1 Nobel Road			Pittsburgh	15230	Pennsylvania	United States
4466	1 Dakota Junction			Fairbanks	99790	Alaska	United States
4948	742 Westport Plaza			Wichita	67215	Kansas	United States
4565	23939 Lotheville Crossing			Montgomery	36195	Alabama	United States
4792	0 Comanche Place			Littleton	80161	Colorado	United States
4692	723 Morrow Court			Wichita	67215	Kansas	United States
4565	15908 Colorado Avenue			Peoria	61656	Illinois	United States
4616	21 Dryden Trail			West Palm Beach	33416	Florida	United States
4547	563 Golf View Hill			Harrisburg	17126	Pennsylvania	United States
4087	8 Mccormick Park			Saint Paul	55103	Minnesota	United States
4575	8932 Ramsey Drive			Milwaukee	53210	Wisconsin	United States
4498	80 Hoard Lane			Houston	77060	Texas	United States
4714	25511 Village Park			Olympia	98506	Washington	United States
