student_id	address_id	first_name	middle_name	last_name	cell_mobile_number	email_address	date_first_rental	date_left_universtity
397	error: nil can't be coerced into Fixnum	Harry	Laura	Nichols	380-(603)122-6931	lnicholsb0@cornell.edu	8/9/2012	6/19/2016
398	error: nil can't be coerced into Fixnum	Patrick	Richard	Roberts	359-(780)386-2177	rrobertsb1@plala.or.jp	6/14/2012	12/15/2015
399	error: nil can't be coerced into Fixnum	Ronald	Christopher	Carroll	970-(200)380-2268	ccarrollb2@tinypic.com	8/27/2012	4/12/2016
400	error: nil can't be coerced into Fixnum	Ann	Jennifer	Parker	232-(979)725-6829	jparkerb3@printfriendly.com	7/24/2012	7/7/2016
401	error: nil can't be coerced into Fixnum	Matthew	Mildred	Medina	506-(158)405-9971	mmedinab4@meetup.com	8/18/2012	2/18/2016
402	error: nil can't be coerced into Fixnum	Terry	Benjamin	Martinez	63-(922)999-6205	bmartinezb5@youtu.be	1/24/2012	12/22/2015
403	error: nil can't be coerced into Fixnum	Robert	Annie	Bell	30-(621)911-2816	abellb6@buzzfeed.com	12/27/2011	9/9/2016
404	error: nil can't be coerced into Fixnum	Margaret	Rebecca	Lawson	62-(423)840-8807	rlawsonb7@nyu.edu	11/8/2012	4/27/2016
405	error: nil can't be coerced into Fixnum	Eric	Clarence	Allen	62-(189)151-4473	callenb8@paypal.com	7/25/2012	5/9/2016
406	error: nil can't be coerced into Fixnum	Billy	Amanda	Hicks	232-(842)678-0924	ahicksb9@nationalgeographic.com	4/29/2012	8/4/2016
407	error: nil can't be coerced into Fixnum	Carolyn	Carlos	Hernandez	7-(646)456-1496	chernandezba@hexun.com	7/22/2012	1/16/2016
408	error: nil can't be coerced into Fixnum	Sara	Shirley	Adams	86-(677)157-9714	sadamsbb@samsung.com	6/20/2012	11/28/2015
409	error: nil can't be coerced into Fixnum	Ruby	Janice	Carroll	86-(265)338-7911	jcarrollbc@vinaora.com	4/14/2012	4/14/2016
410	error: nil can't be coerced into Fixnum	Karen	Ernest	Hill	7-(690)711-3297	ehillbd@cyberchimps.com	5/22/2012	11/17/2016
411	error: nil can't be coerced into Fixnum	Rose	Karen	Kim	7-(984)462-3273	kkimbe@xing.com	2/22/2012	8/14/2016
412	error: nil can't be coerced into Fixnum	Jose	Henry	White	1-(402)791-0805	hwhitebf@bluehost.com	3/29/2012	6/2/2016
413	error: nil can't be coerced into Fixnum	Jesse	Patrick	Daniels	55-(383)647-8484	pdanielsbg@wikipedia.org	5/7/2012	5/26/2016
414	error: nil can't be coerced into Fixnum	Eric	James	Burke	57-(428)835-3662	jburkebh@redcross.org	5/9/2012	8/11/2016
415	error: nil can't be coerced into Fixnum	Thomas	Joyce	Hayes	58-(880)224-9335	jhayesbi@odnoklassniki.ru	11/7/2012	2/15/2016
416	error: nil can't be coerced into Fixnum	Joe	Russell	Stephens	86-(324)667-3814	rstephensbj@usa.gov	12/15/2011	2/18/2016
417	error: nil can't be coerced into Fixnum	Mark	Anna	Stanley	63-(881)204-6053	astanleybk@harvard.edu	9/18/2012	12/29/2015
418	error: nil can't be coerced into Fixnum	Matthew	George	Stanley	1-(502)716-5585	gstanleybl@prweb.com	3/13/2012	1/28/2016
419	error: nil can't be coerced into Fixnum	Debra	Diana	Stanley	380-(462)538-3235	dstanleybm@marriott.com	5/27/2012	9/14/2016
420	error: nil can't be coerced into Fixnum	Willie	Melissa	White	7-(775)151-9581	mwhitebn@wisc.edu	11/1/2012	9/18/2016
421	error: nil can't be coerced into Fixnum	George	Earl	Alexander	33-(397)881-6455	ealexanderbo@baidu.com	9/2/2012	3/2/2016
422	error: nil can't be coerced into Fixnum	Wanda	Roger	Hughes	86-(142)674-2897	rhughesbp@census.gov	11/5/2012	12/6/2015
423	error: nil can't be coerced into Fixnum	Arthur	Carl	Parker	54-(176)431-6782	cparkerbq@i2i.jp	12/10/2011	11/28/2015
424	error: nil can't be coerced into Fixnum	Patricia	Jennifer	Ramos	86-(122)722-8236	jramosbr@gmpg.org	6/20/2012	1/22/2016
425	error: nil can't be coerced into Fixnum	Bonnie	Joyce	Ryan	1-(303)962-5422	jryanbs@list-manage.com	9/1/2012	4/5/2016
426	error: nil can't be coerced into Fixnum	Raymond	Jose	Lawrence	355-(181)479-8928	jlawrencebt@jimdo.com	5/1/2012	7/8/2016
427	error: nil can't be coerced into Fixnum	Brian	Beverly	Peterson	92-(983)463-9728	bpetersonbu@quantcast.com	5/19/2012	11/26/2015
428	error: nil can't be coerced into Fixnum	Andrew	Laura	Bell	86-(290)574-9695	lbellbv@chron.com	3/26/2012	2/2/2016
429	error: nil can't be coerced into Fixnum	Henry	Martha	Snyder	1-(970)714-2505	msnyderbw@flavors.me	4/5/2012	1/21/2016
430	error: nil can't be coerced into Fixnum	Clarence	Tammy	Ortiz	30-(144)319-6680	tortizbx@foxnews.com	7/13/2012	6/2/2016
431	error: nil can't be coerced into Fixnum	Ashley	Marilyn	Hawkins	95-(544)928-6794	mhawkinsby@barnesandnoble.com	11/2/2012	7/5/2016
432	error: nil can't be coerced into Fixnum	Linda	Marilyn	Washington	976-(583)826-1732	mwashingtonbz@toplist.cz	5/23/2012	10/20/2016
433	error: nil can't be coerced into Fixnum	Willie	Jessica	Bell	63-(134)477-9424	jbellc0@senate.gov	9/4/2012	5/11/2016
434	error: nil can't be coerced into Fixnum	Jose	Aaron	Welch	86-(635)434-7776	awelchc1@comsenz.com	11/18/2012	8/27/2016
435	error: nil can't be coerced into Fixnum	Willie	Aaron	Medina	86-(259)723-6986	amedinac2@usgs.gov	4/10/2012	11/22/2016
436	error: nil can't be coerced into Fixnum	Elizabeth	Rebecca	Burns	233-(600)583-6830	rburnsc3@hugedomains.com	9/20/2012	12/24/2015
437	error: nil can't be coerced into Fixnum	Billy	Gregory	Hicks	62-(552)349-9985	ghicksc4@cdbaby.com	8/30/2012	8/18/2016
438	error: nil can't be coerced into Fixnum	Roy	Scott	Moreno	86-(962)950-7537	smorenoc5@usa.gov	12/1/2011	1/20/2016
439	error: nil can't be coerced into Fixnum	Annie	Frank	Wheeler	62-(553)325-7048	fwheelerc6@reference.com	1/1/2012	1/7/2016
440	error: nil can't be coerced into Fixnum	Anthony	Diana	Davis	420-(396)437-7450	ddavisc7@weibo.com	9/9/2012	10/16/2016
441	error: nil can't be coerced into Fixnum	Brenda	Melissa	Armstrong	62-(332)683-3914	marmstrongc8@dailymail.co.uk	5/13/2012	2/13/2016
442	error: nil can't be coerced into Fixnum	Jerry	Richard	Schmidt	7-(143)901-1627	rschmidtc9@disqus.com	3/29/2012	4/6/2016
443	error: nil can't be coerced into Fixnum	Albert	Norma	Hanson	86-(882)287-9897	nhansonca@nyu.edu	11/12/2012	1/17/2016
444	error: nil can't be coerced into Fixnum	Julia	Thomas	Gomez	86-(201)301-6158	tgomezcb@usa.gov	4/1/2012	10/31/2016
445	error: nil can't be coerced into Fixnum	Martha	Ashley	Garrett	62-(316)402-0244	agarrettcc@nifty.com	10/10/2012	10/31/2016
446	error: nil can't be coerced into Fixnum	Amy	Michelle	Miller	850-(329)104-9167	mmillercd@google.co.uk	5/21/2012	11/17/2016
447	error: nil can't be coerced into Fixnum	Angela	Justin	Carpenter	254-(660)998-8757	jcarpenterce@163.com	5/27/2012	9/9/2016
448	error: nil can't be coerced into Fixnum	Ruby	Randy	Sanchez	7-(791)678-6237	rsanchezcf@ask.com	12/29/2011	3/11/2016
449	error: nil can't be coerced into Fixnum	Laura	Doris	Hall	48-(179)564-6679	dhallcg@bloomberg.com	4/28/2012	6/29/2016
450	error: nil can't be coerced into Fixnum	Randy	Wayne	Stone	976-(814)694-6457	wstonech@mashable.com	2/5/2012	8/22/2016
451	error: nil can't be coerced into Fixnum	Janice	Amanda	Powell	359-(851)673-2820	apowellci@springer.com	9/3/2012	2/3/2016
452	error: nil can't be coerced into Fixnum	Gloria	Kenneth	Phillips	351-(891)789-3744	kphillipscj@edublogs.org	5/14/2012	3/17/2016
453	error: nil can't be coerced into Fixnum	Steven	Sean	Fox	51-(860)614-2482	sfoxck@delicious.com	8/5/2012	4/22/2016
454	error: nil can't be coerced into Fixnum	Michelle	Chris	Morrison	389-(779)787-6130	cmorrisoncl@businessweek.com	7/25/2012	6/28/2016
455	error: nil can't be coerced into Fixnum	Jane	Christopher	Meyer	57-(409)658-8722	cmeyercm@plala.or.jp	11/25/2011	8/21/2016
456	error: nil can't be coerced into Fixnum	Phyllis	Janice	Ross	380-(946)769-1177	jrosscn@drupal.org	5/20/2012	8/17/2016
457	error: nil can't be coerced into Fixnum	Justin	Steven	Harris	232-(833)383-1104	sharrisco@nifty.com	2/6/2012	9/28/2016
458	error: nil can't be coerced into Fixnum	Dennis	Ruby	Marshall	86-(123)260-8811	rmarshallcp@sina.com.cn	1/15/2012	12/13/2015
459	error: nil can't be coerced into Fixnum	Stephanie	Billy	Little	351-(691)309-6155	blittlecq@twitpic.com	2/6/2012	9/19/2016
460	error: nil can't be coerced into Fixnum	Michael	Benjamin	Cole	62-(312)950-8733	bcolecr@so-net.ne.jp	1/24/2012	3/31/2016
461	error: nil can't be coerced into Fixnum	Joyce	Linda	Watkins	880-(337)583-7160	lwatkinscs@purevolume.com	8/27/2012	7/4/2016
462	error: nil can't be coerced into Fixnum	Martin	Randy	Hicks	386-(618)899-0676	rhicksct@dion.ne.jp	3/5/2012	12/19/2015
463	error: nil can't be coerced into Fixnum	Michael	Arthur	Rogers	54-(831)963-3127	arogerscu@ed.gov	7/27/2012	3/18/2016
464	error: nil can't be coerced into Fixnum	Roger	Cheryl	Wallace	62-(322)774-2748	cwallacecv@plala.or.jp	12/18/2011	12/15/2015
465	error: nil can't be coerced into Fixnum	Brenda	Rose	Alvarez	62-(383)671-6719	ralvarezcw@macromedia.com	12/23/2011	10/1/2016
466	error: nil can't be coerced into Fixnum	Evelyn	Heather	Kelly	7-(304)405-4367	hkellycx@canalblog.com	5/23/2012	5/28/2016
467	error: nil can't be coerced into Fixnum	Gregory	Judy	Carter	1-(542)135-4637	jcartercy@unc.edu	8/26/2012	2/6/2016
468	error: nil can't be coerced into Fixnum	Kevin	Kevin	Willis	57-(495)486-4592	kwilliscz@irs.gov	11/26/2011	1/18/2016
469	error: nil can't be coerced into Fixnum	Jeremy	Rose	Frazier	95-(230)824-0284	rfrazierd0@vinaora.com	4/19/2012	4/30/2016
470	error: nil can't be coerced into Fixnum	Shirley	Christina	Riley	7-(348)818-3218	crileyd1@ifeng.com	11/3/2012	1/5/2016
471	error: nil can't be coerced into Fixnum	Douglas	Irene	Frazier	62-(149)287-5726	ifrazierd2@bizjournals.com	7/22/2012	9/8/2016
472	error: nil can't be coerced into Fixnum	Elizabeth	Judith	Butler	66-(156)132-2876	jbutlerd3@e-recht24.de	12/17/2011	7/23/2016
473	error: nil can't be coerced into Fixnum	Philip	Henry	Fisher	265-(397)617-5637	hfisherd4@phoca.cz	12/5/2011	5/19/2016
474	error: nil can't be coerced into Fixnum	Phillip	Roy	Alexander	55-(984)489-5955	ralexanderd5@thetimes.co.uk	6/21/2012	3/30/2016
475	error: nil can't be coerced into Fixnum	Bobby	Deborah	James	53-(344)117-2893	djamesd6@marriott.com	3/23/2012	1/7/2016
476	error: nil can't be coerced into Fixnum	Ryan	Patrick	Carpenter	62-(314)165-4547	pcarpenterd7@facebook.com	10/24/2012	10/12/2016
477	error: nil can't be coerced into Fixnum	Kathy	Gary	Murray	55-(556)116-1286	gmurrayd8@bigcartel.com	8/19/2012	12/8/2015
478	error: nil can't be coerced into Fixnum	Anne	Sarah	Sullivan	86-(118)957-7971	ssullivand9@shareasale.com	2/3/2012	11/15/2016
479	error: nil can't be coerced into Fixnum	Amanda	Terry	Adams	7-(280)447-2611	tadamsda@java.com	12/11/2011	5/8/2016
480	error: nil can't be coerced into Fixnum	Jack	Anne	King	221-(613)500-2113	akingdb@patch.com	12/27/2011	10/31/2016
481	error: nil can't be coerced into Fixnum	Angela	Emily	Kelly	33-(413)762-2700	ekellydc@tripod.com	3/22/2012	4/1/2016
482	error: nil can't be coerced into Fixnum	Jose	Doris	Richards	30-(966)110-6256	drichardsdd@mashable.com	8/1/2012	8/31/2016
483	error: nil can't be coerced into Fixnum	Henry	Irene	Collins	86-(244)845-8939	icollinsde@icio.us	9/17/2012	12/11/2015
484	error: nil can't be coerced into Fixnum	Carl	Annie	Daniels	55-(306)336-3174	adanielsdf@w3.org	12/25/2011	4/13/2016
485	error: nil can't be coerced into Fixnum	Nicole	Henry	Nguyen	57-(742)214-6550	hnguyendg@engadget.com	5/11/2012	9/11/2016
486	error: nil can't be coerced into Fixnum	George	Emily	Peters	967-(901)718-7041	epetersdh@scribd.com	8/2/2012	5/16/2016
487	error: nil can't be coerced into Fixnum	Frank	Kathy	Meyer	504-(818)217-7625	kmeyerdi@time.com	7/25/2012	3/6/2016
488	error: nil can't be coerced into Fixnum	Barbara	Joshua	Greene	62-(595)614-1061	jgreenedj@japanpost.jp	6/19/2012	2/27/2016
489	error: nil can't be coerced into Fixnum	Lillian	Roger	Mccoy	962-(879)499-4296	rmccoydk@accuweather.com	7/21/2012	6/24/2016
490	error: nil can't be coerced into Fixnum	Harold	Edward	Ford	380-(602)830-6490	eforddl@mediafire.com	4/19/2012	7/12/2016
491	error: nil can't be coerced into Fixnum	Victor	Annie	Taylor	1-(740)271-5422	ataylordm@pinterest.com	3/30/2012	5/15/2016
492	error: nil can't be coerced into Fixnum	Diana	Dennis	Fisher	358-(636)849-0624	dfisherdn@umich.edu	9/2/2012	7/10/2016
493	error: nil can't be coerced into Fixnum	Judy	Gregory	Gordon	62-(715)974-1366	ggordondo@google.es	9/16/2012	6/4/2016
494	error: nil can't be coerced into Fixnum	Alan	Ruth	Harper	46-(269)790-2892	rharperdp@oakley.com	9/13/2012	12/26/2015
495	error: nil can't be coerced into Fixnum	William	Nicholas	Perkins	351-(691)744-8671	nperkinsdq@weather.com	5/9/2012	10/11/2016
496	error: nil can't be coerced into Fixnum	Paula	Irene	Morris	1-(517)217-9492	imorrisdr@ebay.com	5/3/2012	2/3/2016
497	error: nil can't be coerced into Fixnum	Charles	Andrew	Patterson	86-(981)130-2074	apattersonds@dropbox.com	2/11/2012	5/1/2016
498	error: nil can't be coerced into Fixnum	Harold	Linda	Hall	967-(820)663-5762	lhalldt@java.com	8/22/2012	2/11/2016
499	error: nil can't be coerced into Fixnum	Sarah	Jennifer	Moreno	380-(976)809-9091	jmorenodu@techcrunch.com	4/9/2012	5/20/2016
500	error: nil can't be coerced into Fixnum	Eugene	Debra	Anderson	63-(340)796-7285	dandersondv@ovh.net	2/12/2012	6/24/2016
501	error: nil can't be coerced into Fixnum	Timothy	Angela	Hamilton	92-(112)680-2218	ahamiltondw@nyu.edu	12/12/2011	9/30/2016
502	error: nil can't be coerced into Fixnum	Billy	Margaret	Carpenter	7-(174)126-1335	mcarpenterdx@nature.com	1/27/2012	10/14/2016
503	error: nil can't be coerced into Fixnum	Susan	Ashley	Hudson	51-(549)872-6141	ahudsondy@bloomberg.com	8/18/2012	8/1/2016
504	error: nil can't be coerced into Fixnum	Judith	Amanda	Gray	86-(342)309-8853	agraydz@zimbio.com	2/3/2012	5/26/2016
505	error: nil can't be coerced into Fixnum	Martha	Larry	Hansen	267-(849)702-8291	lhansene0@cafepress.com	3/24/2012	2/21/2016
506	error: nil can't be coerced into Fixnum	Carlos	Steven	Day	62-(669)419-3946	sdaye1@usa.gov	4/22/2012	10/8/2016
507	error: nil can't be coerced into Fixnum	Walter	Victor	Lynch	54-(321)904-4183	vlynche2@about.me	8/22/2012	12/10/2015
508	error: nil can't be coerced into Fixnum	Barbara	Harold	Carroll	86-(556)603-9282	hcarrolle3@senate.gov	5/25/2012	6/24/2016
509	error: nil can't be coerced into Fixnum	Joe	Diane	Williams	242-(694)676-9394	dwilliamse4@godaddy.com	7/4/2012	6/15/2016
510	error: nil can't be coerced into Fixnum	Donald	Eugene	Lewis	62-(662)196-1944	elewise5@chronoengine.com	2/22/2012	9/10/2016
511	error: nil can't be coerced into Fixnum	Joseph	Michael	Hunter	7-(439)760-5440	mhuntere6@sciencedirect.com	10/8/2012	4/3/2016
512	error: nil can't be coerced into Fixnum	John	Catherine	Warren	63-(206)544-8334	cwarrene7@mashable.com	10/23/2012	10/7/2016
513	error: nil can't be coerced into Fixnum	Sharon	Adam	Palmer	33-(971)796-3739	apalmere8@tiny.cc	7/28/2012	11/19/2016
514	error: nil can't be coerced into Fixnum	Jessica	Kathleen	Jackson	420-(234)277-7990	kjacksone9@istockphoto.com	8/7/2012	7/25/2016
515	error: nil can't be coerced into Fixnum	Shawn	Charles	Lewis	46-(894)441-3098	clewisea@fema.gov	8/19/2012	3/5/2016
516	error: nil can't be coerced into Fixnum	Rose	Jean	Banks	970-(654)806-7586	jbankseb@xrea.com	1/28/2012	1/2/2016
517	error: nil can't be coerced into Fixnum	Steven	Patricia	Owens	63-(944)220-8725	powensec@slideshare.net	7/25/2012	7/21/2016
518	error: nil can't be coerced into Fixnum	Barbara	Anna	Mills	7-(753)185-1735	amillsed@state.tx.us	6/4/2012	12/12/2015
519	error: nil can't be coerced into Fixnum	Phyllis	Norma	Bryant	420-(909)179-9920	nbryantee@tinypic.com	8/23/2012	12/30/2015
520	error: nil can't be coerced into Fixnum	Charles	Marilyn	Richardson	36-(760)525-4291	mrichardsonef@oakley.com	3/7/2012	5/24/2016
521	error: nil can't be coerced into Fixnum	Raymond	Emily	Williamson	86-(896)159-8698	ewilliamsoneg@gravatar.com	3/21/2012	12/3/2015
522	error: nil can't be coerced into Fixnum	Annie	Catherine	Perkins	33-(396)662-4675	cperkinseh@disqus.com	2/2/2012	5/30/2016
523	error: nil can't be coerced into Fixnum	Gregory	Patrick	Diaz	62-(187)398-0657	pdiazei@mit.edu	7/4/2012	12/7/2015
524	error: nil can't be coerced into Fixnum	Sarah	Jonathan	Riley	86-(602)265-7646	jrileyej@admin.ch	12/9/2011	1/28/2016
525	error: nil can't be coerced into Fixnum	David	Kathleen	Graham	30-(317)485-7102	kgrahamek@nyu.edu	3/7/2012	8/11/2016
526	error: nil can't be coerced into Fixnum	Bruce	Bobby	Grant	33-(959)174-7641	bgrantel@exblog.jp	10/20/2012	3/31/2016
527	error: nil can't be coerced into Fixnum	Martin	Patricia	Wright	370-(572)896-9149	pwrightem@microsoft.com	4/2/2012	1/24/2016
528	error: nil can't be coerced into Fixnum	Daniel	Amanda	Wells	351-(637)484-1881	awellsen@biglobe.ne.jp	1/2/2012	5/4/2016
529	error: nil can't be coerced into Fixnum	Emily	Karen	Peters	86-(785)495-3695	kpeterseo@tinyurl.com	9/3/2012	7/7/2016
530	error: nil can't be coerced into Fixnum	Lori	Elizabeth	Larson	51-(590)840-9085	elarsonep@linkedin.com	9/27/2012	11/29/2015
531	error: nil can't be coerced into Fixnum	Christina	Catherine	Brown	98-(612)850-1614	cbrowneq@posterous.com	10/5/2012	12/20/2015
532	error: nil can't be coerced into Fixnum	Marilyn	Ruth	Hicks	233-(198)385-0233	rhickser@alibaba.com	6/24/2012	2/8/2016
533	error: nil can't be coerced into Fixnum	Carl	Timothy	Wallace	64-(463)243-7704	twallacees@squarespace.com	8/6/2012	11/17/2016
534	error: nil can't be coerced into Fixnum	Craig	Wanda	Mason	86-(664)679-9332	wmasonet@google.es	9/29/2012	5/20/2016
535	error: nil can't be coerced into Fixnum	Timothy	Joshua	Carter	48-(633)375-0795	jcartereu@usa.gov	9/13/2012	10/20/2016
536	error: nil can't be coerced into Fixnum	Louise	Sara	Mason	351-(436)452-5860	smasonev@joomla.org	8/26/2012	11/27/2015
537	error: nil can't be coerced into Fixnum	Diana	Steven	Romero	46-(683)383-1659	sromeroew@bloglovin.com	7/26/2012	3/14/2016
538	error: nil can't be coerced into Fixnum	Jonathan	Gloria	Weaver	62-(954)958-1225	gweaverex@artisteer.com	11/3/2012	4/15/2016
539	error: nil can't be coerced into Fixnum	Maria	Benjamin	George	55-(140)169-3453	bgeorgeey@stanford.edu	7/4/2012	11/18/2016
540	error: nil can't be coerced into Fixnum	Margaret	Victor	Scott	260-(266)879-5648	vscottez@walmart.com	12/29/2011	4/29/2016
541	error: nil can't be coerced into Fixnum	William	Timothy	Webb	52-(796)382-0778	twebbf0@wordpress.org	7/15/2012	8/1/2016
542	error: nil can't be coerced into Fixnum	Judith	Lisa	Carroll	62-(757)431-5618	lcarrollf1@seattletimes.com	5/11/2012	1/4/2016
543	error: nil can't be coerced into Fixnum	Laura	Arthur	Hughes	62-(552)234-7673	ahughesf2@google.ru	7/31/2012	3/23/2016
544	error: nil can't be coerced into Fixnum	Kathleen	Anne	Perez	352-(578)663-6134	aperezf3@uol.com.br	8/17/2012	4/1/2016
545	error: nil can't be coerced into Fixnum	Debra	Kathleen	James	1-(530)510-1486	kjamesf4@bloglines.com	8/21/2012	11/5/2016
546	error: nil can't be coerced into Fixnum	Matthew	Aaron	Jenkins	33-(870)224-8986	ajenkinsf5@nasa.gov	6/5/2012	8/6/2016
547	error: nil can't be coerced into Fixnum	Norma	Annie	Armstrong	385-(821)748-0737	aarmstrongf6@trellian.com	7/13/2012	12/22/2015
548	error: nil can't be coerced into Fixnum	Tina	Tina	Payne	52-(780)121-2237	tpaynef7@arstechnica.com	1/25/2012	6/9/2016
549	error: nil can't be coerced into Fixnum	Stephanie	Jose	Fuller	95-(931)183-7951	jfullerf8@smugmug.com	11/27/2011	7/17/2016
550	error: nil can't be coerced into Fixnum	Samuel	Deborah	Watson	30-(873)634-6568	dwatsonf9@usda.gov	7/3/2012	7/13/2016
551	error: nil can't be coerced into Fixnum	Rebecca	Steve	Allen	63-(682)805-3783	sallenfa@furl.net	11/10/2012	3/29/2016
552	error: nil can't be coerced into Fixnum	Ann	Kimberly	George	1-(309)174-7834	kgeorgefb@multiply.com	10/3/2012	2/8/2016
553	error: nil can't be coerced into Fixnum	Beverly	Doris	Hansen	81-(618)565-3100	dhansenfc@imageshack.us	6/15/2012	5/17/2016
554	error: nil can't be coerced into Fixnum	Wayne	Bobby	Riley	55-(188)136-8128	brileyfd@marketwatch.com	5/31/2012	9/2/2016
555	error: nil can't be coerced into Fixnum	Beverly	Anthony	Williamson	964-(600)676-3197	awilliamsonfe@sun.com	3/8/2012	7/8/2016
556	error: nil can't be coerced into Fixnum	Jennifer	Bobby	Rivera	45-(310)541-7468	briveraff@msn.com	7/4/2012	5/19/2016
557	error: nil can't be coerced into Fixnum	Ashley	Roy	Moreno	86-(995)114-6661	rmorenofg@hugedomains.com	5/13/2012	9/28/2016
558	error: nil can't be coerced into Fixnum	Laura	Anthony	Ramos	81-(537)779-1695	aramosfh@stumbleupon.com	11/8/2012	11/15/2016
559	error: nil can't be coerced into Fixnum	Lori	Bruce	Ramirez	46-(261)527-7889	bramirezfi@unicef.org	6/6/2012	3/25/2016
560	error: nil can't be coerced into Fixnum	Angela	David	Jordan	351-(459)243-6086	djordanfj@unesco.org	12/27/2011	6/24/2016
561	error: nil can't be coerced into Fixnum	Douglas	Frances	Howard	46-(483)163-4300	fhowardfk@yale.edu	9/16/2012	6/29/2016
562	error: nil can't be coerced into Fixnum	Shirley	Nicholas	George	86-(466)919-3766	ngeorgefl@hugedomains.com	2/5/2012	7/25/2016
563	error: nil can't be coerced into Fixnum	Mary	Craig	Henderson	7-(762)658-9926	chendersonfm@lycos.com	7/10/2012	3/26/2016
564	error: nil can't be coerced into Fixnum	Justin	Samuel	Boyd	62-(864)923-3829	sboydfn@hhs.gov	1/7/2012	2/26/2016
565	error: nil can't be coerced into Fixnum	Jack	Justin	Price	62-(285)898-3981	jpricefo@time.com	5/3/2012	7/27/2016
566	error: nil can't be coerced into Fixnum	Christine	Jeffrey	Perkins	86-(586)334-7208	jperkinsfp@jimdo.com	3/26/2012	9/15/2016
567	error: nil can't be coerced into Fixnum	Katherine	Virginia	Sanders	86-(115)847-6461	vsandersfq@twitter.com	7/2/2012	12/5/2015
568	error: nil can't be coerced into Fixnum	Kimberly	Henry	Shaw	385-(251)469-1733	hshawfr@nymag.com	4/29/2012	9/21/2016
569	error: nil can't be coerced into Fixnum	Roger	Melissa	Rogers	234-(790)420-5758	mrogersfs@google.it	3/24/2012	10/28/2016
570	error: nil can't be coerced into Fixnum	Christina	Nicole	Howell	351-(467)767-1574	nhowellft@jalbum.net	4/9/2012	12/24/2015
571	error: nil can't be coerced into Fixnum	Larry	Heather	Washington	234-(193)665-0135	hwashingtonfu@csmonitor.com	8/25/2012	4/4/2016
572	error: nil can't be coerced into Fixnum	Robin	William	Howell	86-(753)344-3700	whowellfv@businessweek.com	12/30/2011	12/16/2015
573	error: nil can't be coerced into Fixnum	Antonio	Jeremy	Ford	81-(875)725-4800	jfordfw@quantcast.com	9/27/2012	1/30/2016
574	error: nil can't be coerced into Fixnum	Terry	Sharon	Alvarez	964-(717)912-3765	salvarezfx@dyndns.org	3/16/2012	1/28/2016
575	error: nil can't be coerced into Fixnum	Brian	Jeffrey	Alvarez	86-(944)947-9656	jalvarezfy@aol.com	1/28/2012	5/15/2016
576	error: nil can't be coerced into Fixnum	Lawrence	Louis	Stewart	33-(225)193-0382	lstewartfz@sitemeter.com	10/18/2012	1/3/2016
577	error: nil can't be coerced into Fixnum	Jose	Brenda	Weaver	86-(372)278-0213	bweaverg0@un.org	8/22/2012	7/10/2016
578	error: nil can't be coerced into Fixnum	Ashley	Julia	Dixon	46-(748)844-5734	jdixong1@ameblo.jp	7/28/2012	3/16/2016
579	error: nil can't be coerced into Fixnum	Carl	Craig	Hayes	62-(256)710-1847	chayesg2@tripadvisor.com	1/29/2012	5/22/2016
580	error: nil can't be coerced into Fixnum	Benjamin	Justin	Gray	62-(785)961-2489	jgrayg3@digg.com	10/13/2012	12/7/2015
581	error: nil can't be coerced into Fixnum	Steve	Terry	Allen	86-(955)244-1391	talleng4@ihg.com	7/13/2012	3/11/2016
582	error: nil can't be coerced into Fixnum	Rose	Ann	Murray	380-(463)503-3965	amurrayg5@yahoo.com	4/19/2012	8/10/2016
583	error: nil can't be coerced into Fixnum	Cheryl	Anna	Little	86-(382)332-9479	alittleg6@springer.com	1/17/2012	8/1/2016
584	error: nil can't be coerced into Fixnum	Billy	Deborah	Morrison	46-(674)752-0531	dmorrisong7@etsy.com	5/23/2012	7/28/2016
585	error: nil can't be coerced into Fixnum	Mildred	Christopher	Smith	63-(210)479-9412	csmithg8@about.com	10/16/2012	12/15/2015
586	error: nil can't be coerced into Fixnum	Michael	Shirley	Thompson	27-(527)138-6433	sthompsong9@nba.com	10/1/2012	1/8/2016
587	error: nil can't be coerced into Fixnum	Joyce	Andrea	Hawkins	351-(776)419-1132	ahawkinsga@merriam-webster.com	1/7/2012	5/22/2016
588	error: nil can't be coerced into Fixnum	Joyce	Phyllis	Mills	62-(296)394-9711	pmillsgb@macromedia.com	9/13/2012	10/10/2016
589	error: nil can't be coerced into Fixnum	Anna	Thomas	Snyder	86-(875)500-5380	tsnydergc@imgur.com	2/11/2012	6/12/2016
590	error: nil can't be coerced into Fixnum	Karen	Tammy	Fields	233-(482)192-8156	tfieldsgd@storify.com	12/10/2011	8/8/2016
591	error: nil can't be coerced into Fixnum	Clarence	Ann	Peterson	351-(745)130-8552	apetersonge@eventbrite.com	11/11/2012	1/4/2016
592	error: nil can't be coerced into Fixnum	Patrick	Debra	Davis	62-(302)119-3743	ddavisgf@nih.gov	1/27/2012	10/10/2016
593	error: nil can't be coerced into Fixnum	Angela	Earl	Baker	976-(133)359-5451	ebakergg@free.fr	2/21/2012	2/19/2016
594	error: nil can't be coerced into Fixnum	Margaret	Benjamin	Edwards	92-(673)556-9505	bedwardsgh@gmpg.org	4/21/2012	9/26/2016
595	error: nil can't be coerced into Fixnum	Paula	Ashley	Foster	386-(354)868-4548	afostergi@istockphoto.com	5/8/2012	4/2/2016
